datetime,label
202112041745,0
202112041800,0
202112041815,0
202112041830,0
202112041845,0
202112041900,0
202112041915,0
202112041930,0
202112041945,0
202112042000,0
202112042015,0
202112042030,0
202112042045,0
202112042100,0
202112042115,0
202112042130,0
202112042145,0
202112042200,0
202112042215,0
202112042230,0
202112042245,0
202112042300,0
202112042315,0
202112042330,0
202112042345,0
202112050000,0
202112050015,0
202112050030,0
202112050045,0
202112050100,0
202112050115,0
202112050130,0
202112050145,0
202112050200,0
202112050215,0
202112050230,0
202112050245,0
202112050300,0
202112050315,0
202112050330,0
202112050345,0
202112050400,0
202112050415,0
202112050430,0
202112050445,0
202112050500,0
202112050515,0
202112050530,0
202112050545,0
202112050600,0
202112050615,0
202112050630,0
202112050645,0
202112050700,0
202112050715,0
202112050730,0
202112050745,0
202112050800,0
202112050815,0
202112050830,0
202112050845,0
202112050900,0
202112050915,0
202112050930,0
202112050945,0
202112051000,0
202112051015,0
202112051030,0
202112051045,0
202112051100,0
202112051115,0
202112051130,0
202112051145,0
202112051200,0
202112051215,0
202112051230,0
202112051245,0
202112051300,0
202112051315,0
202112051330,0
202112051345,0
202112051400,0
202112051415,0
202112051430,0
202112051445,0
202112051500,0
202112051515,0
202112051530,0
202112051545,0
202112051600,0
202112051615,0
202112051630,0
202112051645,0
202112051700,0
202112051715,0
202112051730,0
202112051745,0
202112051800,0
202112051815,0
202112051830,0
202112051845,0
202112051900,0
202112051915,0
202112051930,0
202112051945,0
202112052000,0
202112052015,0
202112052030,0
202112052045,0
202112052100,0
202112052115,0
202112052130,0
202112052145,0
202112052200,0
202112052215,0
202112052230,0
202112052245,0
202112052300,0
202112052315,0
202112052330,0
202112052345,0
202112060000,0
202112060015,0
202112060030,0
202112060045,0
202112060100,0
202112060115,0
202112060130,0
202112060145,0
202112060200,0
202112060215,0
202112060230,0
202112060245,0
202112060300,0
202112060315,0
202112060330,0
202112060345,0
202112060400,0
202112060415,0
202112060430,0
202112060445,0
202112060500,0
202112060515,0
202112060530,0
202112060545,0
202112060600,0
202112060615,0
202112060630,0
202112060645,0
202112060700,0
202112060715,0
202112060730,0
202112060745,0
202112060800,0
202112060815,0
202112060830,0
202112060845,0
202112060900,0
202112060915,0
202112060930,0
202112060945,0
202112061000,0
202112061015,0
202112061030,0
202112061045,0
202112061100,0
202112061115,0
202112061130,0
202112061145,0
202112061200,0
202112061215,0
202112061230,0
202112061245,0
202112061300,0
202112061315,0
202112061330,0
202112061345,0
202112061400,0
202112061415,0
202112061430,0
202112061445,0
202112061500,0
202112061515,0
202112061530,0
202112061545,0
202112061600,0
202112061615,0
202112061630,0
202112061645,0
202112061700,0
202112061715,0
202112061730,0
202112061745,0
202112061800,0
202112061815,0
202112061830,0
202112061845,0
202112061900,0
202112061915,0
202112061930,0
202112061945,0
202112062000,0
202112062015,0
202112062030,0
202112062045,0
202112062100,0
202112062115,0
202112062130,0
202112062145,0
202112062200,0
202112062215,0
202112062230,0
202112062245,0
202112062300,0
202112062315,0
202112062330,0
202112062345,0
202112070000,0
202112070015,0
202112070030,0
202112070045,0
202112070100,0
202112070115,0
202112070130,0
202112070145,0
202112070200,0
202112070215,0
202112070230,0
202112070245,0
202112070300,0
202112070315,0
202112070330,0
202112070345,0
202112070400,0
202112070415,0
202112070430,0
202112070445,0
202112070500,0
202112070515,0
202112070530,0
202112070545,0
202112070600,0
202112070615,0
202112070630,0
202112070645,0
202112070700,0
202112070715,0
202112070730,0
202112070745,0
202112070800,0
202112070815,0
202112070830,0
202112070845,0
202112070900,0
202112070915,0
202112070930,0
202112070945,0
202112071000,0
202112071015,0
202112071030,0
202112071045,0
202112071100,0
202112071115,0
202112071130,0
202112071145,0
202112071200,0
202112071215,0
202112071230,0
202112071245,0
202112071300,0
202112071315,0
202112071330,0
202112071345,0
202112071400,0
202112071415,0
202112071430,0
202112071445,0
202112071500,0
202112071515,0
202112071530,0
202112071545,0
202112071600,0
202112071615,0
202112071630,0
202112071645,0
202112071700,0
202112071715,0
202112071730,0
202112071745,0
202112071800,0
202112071815,0
202112071830,0
202112071845,0
202112071900,0
202112071915,0
202112071930,0
202112071945,0
202112072000,0
202112072015,0
202112072030,0
202112072045,0
202112072100,0
202112072115,0
202112072130,0
202112072145,0
202112072200,0
202112072215,0
202112072230,0
202112072245,0
202112072300,0
202112072315,0
202112072330,0
202112072345,0
202112080000,0
202112080015,0
202112080030,0
202112080045,0
202112080100,0
202112080115,0
202112080130,0
202112080145,0
202112080200,0
202112080215,0
202112080230,0
202112080245,0
202112080300,0
202112080315,0
202112080330,0
202112080345,0
202112080400,0
202112080415,0
202112080430,0
202112080445,0
202112080500,0
202112080515,0
202112080530,0
202112080545,0
202112080600,0
202112080615,0
202112080630,0
202112080645,0
202112080700,0
202112080715,0
202112080730,0
202112080745,0
202112080800,0
202112080815,0
202112080830,0
202112080845,0
202112080900,0
202112080915,0
202112080930,0
202112080945,0
202112081000,0
202112081015,0
202112081030,0
202112081045,0
202112081100,0
202112081115,0
202112081130,0
202112081145,0
202112081200,0
202112081215,0
202112081230,0
202112081245,0
202112081300,0
202112081315,0
202112081330,0
202112081345,0
202112081400,0
202112081415,0
202112081430,0
202112081445,0
202112081500,0
202112081515,0
202112081530,0
202112081545,0
202112081600,0
202112081615,0
202112081630,0
202112081645,0
202112081700,0
202112081715,0
202112081730,0
202112081745,0
202112081800,0
202112081815,0
202112081830,0
202112081845,0
202112081900,0
202112081915,0
202112081930,0
202112081945,0
202112082000,0
202112082015,0
202112082030,0
202112082045,0
202112082100,0
202112082115,0
202112082130,0
202112082145,0
202112082200,0
202112082215,0
202112082230,0
202112082245,0
202112082300,0
202112082315,0
202112082330,0
202112082345,0
202112090000,0
202112090015,0
202112090030,0
202112090045,0
202112090100,0
202112090115,0
202112090130,0
202112090145,0
202112090200,0
202112090215,0
202112090230,0
202112090245,0
202112090300,0
202112090315,0
202112090330,0
202112090345,0
202112090400,0
202112090415,0
202112090430,0
202112090445,0
202112090500,0
202112090515,0
202112090530,0
202112090545,0
202112090600,0
202112090615,0
202112090630,0
202112090645,0
202112090700,0
202112090715,0
202112090730,0
202112090745,0
202112090800,0
202112090815,0
202112090830,0
202112090845,0
202112090900,0
202112090915,0
202112090930,0
202112090945,0
202112091000,0
202112091015,0
202112091030,0
202112091045,0
202112091100,0
202112091115,0
202112091130,0
202112091145,0
202112091200,0
202112091215,0
202112091230,0
202112091245,0
202112091300,0
202112091315,0
202112091330,0
202112091345,0
202112091400,0
202112091415,0
202112091430,0
202112091445,0
202112091500,0
202112091515,0
202112091530,0
202112091545,0
202112091600,0
202112091615,0
202112091630,0
202112091645,0
202112091700,0
202112091715,0
202112091730,0
202112091745,0
202112091800,0
202112091815,0
202112091830,0
202112091845,0
202112091900,0
202112091915,0
202112091930,0
202112091945,0
202112092000,0
202112092015,0
202112092030,0
202112092045,0
202112092100,0
202112092115,0
202112092130,0
202112092145,0
202112092200,0
202112092215,0
202112092230,0
202112092245,0
202112092300,0
202112092315,0
202112092330,0
202112092345,0
202112100000,0
202112100015,0
202112100030,0
202112100045,0
202112100100,0
202112100115,0
202112100130,0
202112100145,0
202112100200,0
202112100215,0
202112100230,0
202112100245,0
202112100300,0
202112100315,0
202112100330,0
202112100345,0
202112100400,0
202112100415,0
202112100430,0
202112100445,0
202112100500,0
202112100515,0
202112100530,0
202112100545,0
202112100600,0
202112100615,0
202112100630,0
202112100645,0
202112100700,0
202112100715,0
202112100730,0
202112100745,0
202112100800,0
202112100815,0
202112100830,0
202112100845,0
202112100900,0
202112100915,0
202112100930,0
202112100945,0
202112101000,0
202112101015,0
202112101030,0
202112101045,0
202112101100,0
202112101115,0
202112101130,0
202112101145,0
202112101200,0
202112101215,0
202112101230,0
202112101245,0
202112101300,0
202112101315,0
202112101330,0
202112101345,0
202112101400,0
202112101415,0
202112101430,0
202112101445,0
202112101500,0
202112101515,0
202112101530,0
202112101545,0
202112101600,0
202112101615,0
202112101630,0
202112101645,0
202112101700,0
202112101715,0
202112101730,0
202112101745,0
202112101800,0
202112101815,0
202112101830,0
202112101845,0
202112101900,0
202112101915,0
202112101930,0
202112101945,0
202112102000,0
202112102015,0
202112102030,0
202112102045,0
202112102100,0
202112102115,0
202112102130,0
202112102145,0
202112102200,0
202112102215,0
202112102230,0
202112102245,0
202112102300,0
202112102315,0
202112102330,0
202112102345,0
202112110000,0
202112110015,0
202112110030,0
202112110045,0
202112110100,0
202112110115,0
202112110130,0
202112110145,0
202112110200,0
202112110215,0
202112110230,0
202112110245,0
202112110300,0
202112110315,0
202112110330,0
202112110345,0
202112110400,0
202112110415,0
202112110430,0
202112110445,0
202112110500,0
202112110515,0
202112110530,0
202112110545,0
202112110600,0
202112110615,0
202112110630,0
202112110645,0
202112110700,0
202112110715,0
202112110730,0
202112110745,0
202112110800,0
202112110815,0
202112110830,0
202112110845,0
202112110900,0
202112110915,0
202112110930,0
202112110945,0
202112111000,0
202112111015,0
202112111030,0
202112111045,0
202112111100,0
202112111115,0
202112111130,0
202112111145,0
202112111200,0
202112111215,0
202112111230,0
202112111245,0
202112111300,0
202112111315,0
202112111330,0
202112111345,0
202112111400,0
202112111415,0
202112111430,0
202112111445,0
202112111500,0
202112111515,0
202112111530,0
202112111545,0
202112111600,0
202112111615,0
202112111630,0
202112111645,0
202112111700,0
202112111715,0
202112111730,0
202112111745,0
202112111800,0
202112111815,0
202112111830,0
202112111845,0
202112111900,0
202112111915,0
202112111930,0
202112111945,0
202112112000,1
202112112015,1
202112112030,1
202112112045,1
202112112100,1
202112112115,1
202112112130,1
202112112145,1
202112112200,1
202112112215,1
202112112230,1
202112112245,0
202112112300,0
202112112315,0
202112112330,0
202112112345,0
202112120000,0
202112120015,0
202112120030,0
202112120045,0
202112120100,0
202112120115,0
202112120130,0
202112120145,0
202112120200,0
202112120215,0
202112120230,0
202112120245,0
202112120300,0
202112120315,0
202112120330,0
202112120345,0
202112120400,0
202112120415,0
202112120430,0
202112120445,0
202112120500,0
202112120515,0
202112120530,0
202112120545,0
202112120600,0
202112120615,0
202112120630,0
202112120645,0
202112120700,0
202112120715,0
202112120730,0
202112120745,0
202112120800,0
202112120815,0
202112120830,0
202112120845,0
202112120900,0
202112120915,0
202112120930,0
202112120945,0
202112121000,0
202112121015,0
202112121030,0
202112121045,0
202112121100,0
202112121115,0
202112121130,0
202112121145,0
202112121200,0
202112121215,0
202112121230,0
202112121245,0
202112121300,0
202112121315,0
202112121330,0
202112121345,0
202112121400,0
202112121415,0
202112121430,0
202112121445,0
202112121500,0
202112121515,0
202112121530,0
202112121545,0
202112121600,0
202112121615,0
202112121630,0
202112121645,0
202112121700,0
202112121715,0
202112121730,0
202112121745,0
202112121800,0
202112121815,0
202112121830,0
202112121845,0
202112121900,0
202112121915,0
202112121930,0
202112121945,0
202112122000,0
202112122015,0
202112122030,0
202112122045,0
202112122100,0
202112122115,0
202112122130,0
202112122145,0
202112122200,0
202112122215,0
202112122230,0
202112122245,0
202112122300,0
202112122315,0
202112122330,0
202112122345,0
202112130000,0
202112130015,0
202112130030,0
202112130045,0
202112130100,0
202112130115,0
202112130130,0
202112130145,0
202112130200,0
202112130215,0
202112130230,0
202112130245,0
202112130300,0
202112130315,0
202112130330,0
202112130345,0
202112130400,0
202112130415,0
202112130430,0
202112130445,0
202112130500,0
202112130515,0
202112130530,0
202112130545,0
202112130600,0
202112130615,0
202112130630,0
202112130645,0
202112130700,0
202112130715,0
202112130730,0
202112130745,0
202112130800,0
202112130815,0
202112130830,0
202112130845,0
202112130900,0
202112130915,0
202112130930,0
202112130945,0
202112131000,0
202112131015,0
202112131030,0
202112131045,0
202112131100,0
202112131115,0
202112131130,0
202112131145,0
202112131200,0
202112131215,0
202112131230,0
202112131245,0
202112131300,0
202112131315,0
202112131330,0
202112131345,0
202112131400,0
202112131415,0
202112131430,0
202112131445,0
202112131500,0
202112131515,0
202112131530,0
202112131545,0
202112131600,0
202112131615,0
202112131630,0
202112131645,0
202112131700,0
202112131715,0
202112131730,0
202112131745,0
202112131800,0
202112131815,0
202112131830,0
202112131845,0
202112131900,0
202112131915,0
202112131930,0
202112131945,0
202112132000,0
202112132015,0
202112132030,0
202112132045,0
202112132100,0
202112132115,0
202112132130,0
202112132145,0
202112132200,0
202112132215,0
202112132230,0
202112132245,0
202112132300,0
202112132315,0
202112132330,0
202112132345,0
202112140000,0
202112140015,0
202112140030,0
202112140045,0
202112140100,0
202112140115,0
202112140130,0
202112140145,0
202112140200,0
202112140215,0
202112140230,0
202112140245,0
202112140300,0
202112140315,0
202112140330,0
202112140345,0
202112140400,0
202112140415,0
202112140430,0
202112140445,0
202112140500,0
202112140515,0
202112140530,0
202112140545,0
202112140600,0
202112140615,0
202112140630,0
202112140645,0
202112140700,0
202112140715,0
202112140730,0
202112140745,0
202112140800,0
202112140815,0
202112140830,0
202112140845,0
202112140900,0
202112140915,0
202112140930,0
202112140945,0
202112141000,0
202112141015,0
202112141030,0
202112141045,0
202112141100,0
202112141115,0
202112141130,0
202112141145,0
202112141200,0
202112141215,0
202112141230,0
202112141245,0
202112141300,0
202112141315,0
202112141330,0
202112141345,0
202112141400,0
202112141415,0
202112141430,0
202112141445,0
202112141500,0
202112141515,0
202112141530,0
202112141545,0
202112141600,0
202112141615,0
202112141630,0
202112141645,0
202112141700,0
202112141715,0
202112141730,0
202112141745,0
202112141800,0
202112141815,0
202112141830,0
202112141845,0
202112141900,0
202112141915,0
202112141930,0
202112141945,0
202112142000,0
202112142015,0
202112142030,0
202112142045,0
202112142100,0
202112142115,0
202112142130,0
202112142145,0
202112142200,0
202112142215,0
202112142230,0
202112142245,0
202112142300,0
202112142315,0
202112142330,0
202112142345,0
202112150000,0
202112150015,0
202112150030,0
202112150045,0
202112150100,0
202112150115,0
202112150130,0
202112150145,0
202112150200,0
202112150215,0
202112150230,0
202112150245,0
202112150300,0
202112150315,0
202112150330,0
202112150345,0
202112150400,0
202112150415,0
202112150430,0
202112150445,0
202112150500,0
202112150515,0
202112150530,0
202112150545,0
202112150600,0
202112150615,0
202112150630,0
202112150645,0
202112150700,0
202112150715,0
202112150730,0
202112150745,0
202112150800,0
202112150815,0
202112150830,0
202112150845,0
202112150900,0
202112150915,0
202112150930,0
202112150945,0
202112151000,0
202112151015,0
202112151030,0
202112151045,0
202112151100,0
202112151115,0
202112151130,0
202112151145,0
202112151200,0
202112151215,0
202112151230,0
202112151245,0
202112151300,0
202112151315,0
202112151330,0
202112151345,0
202112151400,0
202112151415,0
202112151430,0
202112151445,0
202112151500,0
202112151515,0
202112151530,0
202112151545,0
202112151600,0
202112151615,0
202112151630,0
202112151645,0
202112151700,0
202112151715,0
202112151730,0
202112151745,0
202112151800,0
202112151815,0
202112151830,0
202112151845,0
202112151900,0
202112151915,0
202112151930,0
202112151945,0
202112152000,0
202112152015,0
202112152030,0
202112152045,0
202112152100,0
202112152115,0
202112152130,0
202112152145,0
202112152200,0
202112152215,0
202112152230,0
202112152245,0
202112152300,0
202112152315,0
202112152330,0
202112152345,0
202112160000,0
202112160015,0
202112160030,0
202112160045,0
202112160100,0
202112160115,0
202112160130,0
202112160145,0
202112160200,0
202112160215,0
202112160230,0
202112160245,0
202112160300,0
202112160315,0
202112160330,0
202112160345,0
202112160400,0
202112160415,0
202112160430,0
202112160445,0
202112160500,0
202112160515,0
202112160530,0
202112160545,0
202112160600,0
202112160615,0
202112160630,0
202112160645,0
202112160700,0
202112160715,0
202112160730,0
202112160745,0
202112160800,0
202112160815,0
202112160830,0
202112160845,0
202112160900,0
202112160915,0
202112160930,0
202112160945,0
202112161000,0
202112161015,0
202112161030,0
202112161045,0
202112161100,0
202112161115,0
202112161130,0
202112161145,0
202112161200,0
202112161215,0
202112161230,0
202112161245,0
202112161300,0
202112161315,0
202112161330,0
202112161345,0
202112161400,0
202112161415,0
202112161430,0
202112161445,0
202112161500,0
202112161515,0
202112161530,0
202112161545,0
202112161600,0
202112161615,0
202112161630,0
202112161645,0
202112161700,0
202112161715,0
202112161730,0
202112161745,0
202112161800,0
202112161815,0
202112161830,0
202112161845,0
202112161900,0
202112161915,0
202112161930,0
202112161945,0
202112162000,0
202112162015,0
202112162030,0
202112162045,0
202112162100,0
202112162115,0
202112162130,0
202112162145,0
202112162200,0
202112162215,0
202112162230,0
202112162245,0
202112162300,0
202112162315,0
202112162330,0
202112162345,0
202112170000,0
202112170015,0
202112170030,0
202112170045,0
202112170100,0
202112170115,0
202112170130,0
202112170145,0
202112170200,0
202112170215,0
202112170230,0
202112170245,0
202112170300,0
202112170315,0
202112170330,0
202112170345,0
202112170400,0
202112170415,0
202112170430,0
202112170445,0
202112170500,0
202112170515,0
202112170530,0
202112170545,0
202112170600,0
202112170615,0
202112170630,0
202112170645,0
202112170700,0
202112170715,0
202112170730,0
202112170745,0
202112170800,0
202112170815,0
202112170830,0
202112170845,0
202112170900,0
202112170915,0
202112170930,0
202112170945,0
202112171000,0
202112171015,0
202112171030,0
202112171045,0
202112171100,0
202112171115,0
202112171130,0
202112171145,0
202112171200,0
202112171215,0
202112171230,0
202112171245,0
202112171300,0
202112171315,0
202112171330,0
202112171345,0
202112171400,0
202112171415,0
202112171430,0
202112171445,0
202112171500,0
202112171515,0
202112171530,0
202112171545,0
202112171600,0
202112171615,0
202112171630,0
202112171645,0
202112171700,0
202112171715,0
202112171730,0
202112171745,0
202112171800,0
202112171815,0
202112171830,0
202112171845,0
202112171900,0
202112171915,0
202112171930,0
202112171945,0
202112172000,0
202112172015,0
202112172030,0
202112172045,0
202112172100,0
202112172115,0
202112172130,0
202112172145,0
202112172200,0
202112172215,0
202112172230,0
202112172245,0
202112172300,0
202112172315,0
202112172330,0
202112172345,0
202112180000,0
202112180015,0
202112180030,0
202112180045,0
202112180100,0
202112180115,0
202112180130,0
202112180145,0
202112180200,0
202112180215,0
202112180230,0
202112180245,0
202112180300,0
202112180315,0
202112180330,0
202112180345,0
202112180400,0
202112180415,0
202112180430,0
202112180445,0
202112180500,0
202112180515,0
202112180530,0
202112180545,0
202112180600,0
202112180615,0
202112180630,0
202112180645,0
202112180700,0
202112180715,0
202112180730,0
202112180745,0
202112180800,0
202112180815,0
202112180830,0
202112180845,0
202112180900,0
202112180915,0
202112180930,0
202112180945,0
202112181000,0
202112181015,0
202112181030,0
202112181045,0
202112181100,0
202112181115,0
202112181130,0
202112181145,0
202112181200,0
202112181215,0
202112181230,0
202112181245,0
202112181300,0
202112181315,0
202112181330,0
202112181345,0
202112181400,0
202112181415,0
202112181430,0
202112181445,0
202112181500,0
202112181515,0
202112181530,0
202112181545,0
202112181600,0
202112181615,0
202112181630,0
202112181645,0
202112181700,0
202112181715,0
202112181730,0
202112181745,0
202112181800,0
202112181815,0
202112181830,0
202112181845,0
202112181900,0
202112181915,0
202112181930,0
202112181945,0
202112182000,0
202112182015,0
202112182030,0
202112182045,0
202112182100,0
202112182115,0
202112182130,0
202112182145,0
